# Mvir[M_sun/h] sigma(M,0) sigma(0.5M,0) z D(z) D(z_f,peak) c_vir_sim c_vir_eps c_vir_eps2
3.031000e+12 1.800258 2.003875 0.0000 1.000000 0.610970 9.783450 11.338636 9.473218
3.027000e+12 1.800636 2.004273 0.0000 1.000000 0.610933 9.784725 11.340367 9.474454
3.018000e+12 1.801488 2.005169 0.0000 1.000000 0.610852 9.787608 11.344276 9.477230
3.016000e+12 1.801678 2.005369 0.0000 1.000000 0.610834 9.788249 11.345147 9.477852
3.012000e+12 1.802058 2.005769 0.0000 1.000000 0.610797 9.789531 11.346887 9.479091
3.004000e+12 1.802820 2.006570 0.0000 1.000000 0.610725 9.792112 11.350385 9.481577
3.002000e+12 1.803011 2.006771 0.0000 1.000000 0.610706 9.792757 11.351261 9.482200
3.000000e+12 1.803202 2.006972 0.0000 1.000000 0.610688 9.793401 11.352136 9.482823
2.993000e+12 1.803871 2.007676 0.0000 1.000000 0.610624 9.795660 11.355201 9.485004
2.993000e+12 1.803871 2.007676 0.0000 1.000000 0.610624 9.795660 11.355201 9.485004
2.992000e+12 1.803967 2.007776 0.0000 1.000000 0.610615 9.795993 11.355648 9.485319
2.987000e+12 1.804446 2.008281 0.0000 1.000000 0.610569 9.797601 11.357836 9.486881
2.983000e+12 1.804831 2.008685 0.0000 1.000000 0.610533 9.798911 11.359608 9.488138
2.981000e+12 1.805023 2.008887 0.0000 1.000000 0.610514 9.799559 11.360488 9.488764
2.981000e+12 1.805023 2.008887 0.0000 1.000000 0.610514 9.799559 11.360488 9.488764
2.975000e+12 1.805600 2.009494 0.0000 1.000000 0.610459 9.801508 11.363132 9.490641
2.967000e+12 1.806372 2.010306 0.0000 1.000000 0.610386 9.804116 11.366671 9.493159
2.965000e+12 1.806566 2.010510 0.0000 1.000000 0.610367 9.804772 11.367561 9.493792
2.963000e+12 1.806759 2.010713 0.0000 1.000000 0.610349 9.805424 11.368445 9.494422
2.954000e+12 1.807632 2.011631 0.0000 1.000000 0.610266 9.808375 11.372448 9.497269
2.946000e+12 1.808410 2.012449 0.0000 1.000000 0.610192 9.811005 11.376016 9.499805
2.942000e+12 1.808800 2.012859 0.0000 1.000000 0.610155 9.812323 11.377805 9.501076
2.940000e+12 1.808995 2.013064 0.0000 1.000000 0.610136 9.812983 11.378699 9.501710
2.929000e+12 1.810070 2.014195 0.0000 1.000000 0.610034 9.816609 11.383622 9.505212
2.925000e+12 1.810463 2.014608 0.0000 1.000000 0.609997 9.817939 11.385426 9.506494
2.923000e+12 1.810659 2.014814 0.0000 1.000000 0.609978 9.818602 11.386325 9.507132
2.921000e+12 1.810856 2.015021 0.0000 1.000000 0.609959 9.819269 11.387229 9.507776
2.911000e+12 1.811840 2.016057 0.0000 1.000000 0.609865 9.822581 11.391729 9.510978
2.907000e+12 1.812235 2.016472 0.0000 1.000000 0.609828 9.823918 11.393541 9.512267
2.907000e+12 1.812235 2.016472 0.0000 1.000000 0.609828 9.823918 11.393541 9.512267
2.905000e+12 1.812433 2.016680 0.0000 1.000000 0.609809 9.824588 11.394450 9.512911
2.898000e+12 1.813126 2.017408 0.0000 1.000000 0.609744 9.826934 11.397631 9.515170
2.888000e+12 1.814119 2.018453 0.0000 1.000000 0.609649 9.830279 11.402174 9.518404
2.880000e+12 1.814916 2.019291 0.0000 1.000000 0.609574 9.832969 11.405826 9.520997
2.880000e+12 1.814916 2.019291 0.0000 1.000000 0.609574 9.832969 11.405826 9.520997
2.876000e+12 1.815315 2.019711 0.0000 1.000000 0.609536 9.834312 11.407650 9.522296
2.876000e+12 1.815315 2.019711 0.0000 1.000000 0.609536 9.834312 11.407650 9.522296
2.867000e+12 1.816216 2.020658 0.0000 1.000000 0.609450 9.837356 11.411781 9.525229
2.867000e+12 1.816216 2.020658 0.0000 1.000000 0.609450 9.837356 11.411781 9.525229
2.865000e+12 1.816417 2.020869 0.0000 1.000000 0.609432 9.838037 11.412704 9.525884
2.855000e+12 1.817422 2.021926 0.0000 1.000000 0.609336 9.841426 11.417305 9.529153
2.855000e+12 1.817422 2.021926 0.0000 1.000000 0.609336 9.841426 11.417305 9.529153
2.855000e+12 1.817422 2.021926 0.0000 1.000000 0.609336 9.841426 11.417305 9.529153
2.853000e+12 1.817624 2.022138 0.0000 1.000000 0.609317 9.842110 11.418233 9.529812
2.849000e+12 1.818027 2.022563 0.0000 1.000000 0.609278 9.843459 11.420069 9.531123
2.843000e+12 1.818634 2.023200 0.0000 1.000000 0.609222 9.845517 11.422858 9.533099
2.841000e+12 1.818836 2.023413 0.0000 1.000000 0.609202 9.846193 11.423779 9.533755
2.838000e+12 1.819140 2.023733 0.0000 1.000000 0.609173 9.847215 11.425168 9.534746
2.836000e+12 1.819343 2.023946 0.0000 1.000000 0.609154 9.847904 11.426101 9.535405
2.836000e+12 1.819343 2.023946 0.0000 1.000000 0.609154 9.847904 11.426101 9.535405
2.834000e+12 1.819546 2.024159 0.0000 1.000000 0.609135 9.848592 11.427034 9.536067
2.822000e+12 1.820767 2.025443 0.0000 1.000000 0.609020 9.852708 11.432622 9.540038
2.822000e+12 1.820767 2.025443 0.0000 1.000000 0.609020 9.852708 11.432622 9.540038
2.822000e+12 1.820767 2.025443 0.0000 1.000000 0.609020 9.852708 11.432622 9.540038
2.822000e+12 1.820767 2.025443 0.0000 1.000000 0.609020 9.852708 11.432622 9.540038
2.810000e+12 1.821994 2.026733 0.0000 1.000000 0.608904 9.856845 11.438240 9.544030
2.805000e+12 1.822507 2.027273 0.0000 1.000000 0.608855 9.858569 11.440584 9.545699
2.803000e+12 1.822712 2.027488 0.0000 1.000000 0.608836 9.859265 11.441526 9.546364
2.803000e+12 1.822712 2.027488 0.0000 1.000000 0.608836 9.859265 11.441526 9.546364
2.797000e+12 1.823330 2.028137 0.0000 1.000000 0.608778 9.861354 11.444361 9.548376
2.797000e+12 1.823330 2.028137 0.0000 1.000000 0.608778 9.861354 11.444361 9.548376
2.795000e+12 1.823536 2.028354 0.0000 1.000000 0.608758 9.862045 11.445300 9.549046
2.789000e+12 1.824155 2.029004 0.0000 1.000000 0.608700 9.864138 11.448139 9.551061
2.787000e+12 1.824361 2.029222 0.0000 1.000000 0.608680 9.864820 11.449072 9.551727
2.770000e+12 1.826124 2.031075 0.0000 1.000000 0.608514 9.870764 11.457143 9.557459
2.768000e+12 1.826333 2.031293 0.0000 1.000000 0.608495 9.871483 11.458113 9.558139
2.768000e+12 1.826333 2.031293 0.0000 1.000000 0.608495 9.871483 11.458113 9.558139
2.766000e+12 1.826541 2.031512 0.0000 1.000000 0.608476 9.872181 11.459062 9.558816
2.764000e+12 1.826750 2.031732 0.0000 1.000000 0.608456 9.872883 11.460016 9.559496
2.760000e+12 1.827167 2.032171 0.0000 1.000000 0.608416 9.874282 11.461920 9.560849
2.756000e+12 1.827585 2.032610 0.0000 1.000000 0.608377 9.875694 11.463835 9.562206
2.748000e+12 1.828424 2.033492 0.0000 1.000000 0.608298 9.878520 11.467674 9.564937
2.745000e+12 1.828739 2.033823 0.0000 1.000000 0.608268 9.879582 11.469116 9.565961
2.741000e+12 1.829159 2.034266 0.0000 1.000000 0.608228 9.880984 11.471027 9.567322
2.741000e+12 1.829159 2.034266 0.0000 1.000000 0.608228 9.880984 11.471027 9.567322
2.735000e+12 1.829792 2.034930 0.0000 1.000000 0.608169 9.883128 11.473933 9.569380
2.719000e+12 1.831485 2.036710 0.0000 1.000000 0.608010 9.888825 11.481675 9.574881
2.712000e+12 1.832229 2.037493 0.0000 1.000000 0.607939 9.891321 11.485070 9.577294
2.708000e+12 1.832655 2.037941 0.0000 1.000000 0.607899 9.892753 11.487017 9.578679
2.708000e+12 1.832655 2.037941 0.0000 1.000000 0.607899 9.892753 11.487017 9.578679
2.700000e+12 1.833509 2.038839 0.0000 1.000000 0.607819 9.895625 11.490920 9.581450
2.698000e+12 1.833723 2.039063 0.0000 1.000000 0.607799 9.896353 11.491906 9.582144
2.698000e+12 1.833723 2.039063 0.0000 1.000000 0.607799 9.896353 11.491906 9.582144
2.694000e+12 1.834152 2.039514 0.0000 1.000000 0.607759 9.897796 11.493867 9.583540
2.692000e+12 1.834366 2.039739 0.0000 1.000000 0.607739 9.898516 11.494845 9.584231
2.692000e+12 1.834366 2.039739 0.0000 1.000000 0.607739 9.898516 11.494845 9.584231
2.688000e+12 1.834796 2.040191 0.0000 1.000000 0.607699 9.899963 11.496811 9.585630
2.683000e+12 1.835334 2.040756 0.0000 1.000000 0.607648 9.901777 11.499275 9.587377
2.683000e+12 1.835334 2.040756 0.0000 1.000000 0.607648 9.901777 11.499275 9.587377
2.679000e+12 1.835765 2.041209 0.0000 1.000000 0.607608 9.903228 11.501246 9.588776
2.677000e+12 1.835981 2.041436 0.0000 1.000000 0.607588 9.903955 11.502233 9.589478
2.675000e+12 1.836197 2.041663 0.0000 1.000000 0.607567 9.904682 11.503221 9.590179
2.671000e+12 1.836629 2.042118 0.0000 1.000000 0.607526 9.906127 11.505189 9.591579
2.669000e+12 1.836846 2.042345 0.0000 1.000000 0.607507 9.906866 11.506189 9.592284
2.665000e+12 1.837279 2.042801 0.0000 1.000000 0.607466 9.908315 11.508162 9.593687
2.663000e+12 1.837497 2.043029 0.0000 1.000000 0.607446 9.909058 11.509167 9.594399
2.650000e+12 1.838912 2.044516 0.0000 1.000000 0.607313 9.913819 11.515637 9.598990
2.644000e+12 1.839567 2.045205 0.0000 1.000000 0.607252 9.916016 11.518626 9.601113
2.642000e+12 1.839786 2.045435 0.0000 1.000000 0.607231 9.916754 11.519628 9.601825
2.638000e+12 1.840224 2.045896 0.0000 1.000000 0.607190 9.918221 11.521625 9.603245
2.638000e+12 1.840224 2.045896 0.0000 1.000000 0.607190 9.918221 11.521625 9.603245
2.636000e+12 1.840444 2.046126 0.0000 1.000000 0.607170 9.918971 11.522639 9.603961
2.634000e+12 1.840663 2.046357 0.0000 1.000000 0.607149 9.919700 11.523634 9.604666
2.628000e+12 1.841323 2.047050 0.0000 1.000000 0.607088 9.921924 11.526655 9.606810
2.623000e+12 1.841874 2.047630 0.0000 1.000000 0.607036 9.923768 11.529166 9.608595
2.617000e+12 1.842537 2.048326 0.0000 1.000000 0.606974 9.926004 11.532201 9.610746
2.617000e+12 1.842537 2.048326 0.0000 1.000000 0.606974 9.926004 11.532201 9.610746
2.613000e+12 1.842980 2.048792 0.0000 1.000000 0.606933 9.927489 11.534222 9.612184
2.609000e+12 1.843424 2.049258 0.0000 1.000000 0.606892 9.928986 11.536255 9.613626
2.607000e+12 1.843646 2.049491 0.0000 1.000000 0.606871 9.929735 11.537272 9.614345
2.603000e+12 1.844090 2.049959 0.0000 1.000000 0.606829 9.931215 11.539289 9.615780
2.601000e+12 1.844313 2.050193 0.0000 1.000000 0.606808 9.931967 11.540311 9.616506
2.594000e+12 1.845093 2.051013 0.0000 1.000000 0.606735 9.934585 11.543872 9.619033
2.593000e+12 1.845205 2.051130 0.0000 1.000000 0.606725 9.934968 11.544389 9.619397
2.590000e+12 1.845540 2.051483 0.0000 1.000000 0.606693 9.936085 11.545912 9.620482
2.582000e+12 1.846437 2.052424 0.0000 1.000000 0.606611 9.939112 11.550021 9.623390
2.580000e+12 1.846661 2.052660 0.0000 1.000000 0.606589 9.939859 11.551040 9.624113
2.580000e+12 1.846661 2.052660 0.0000 1.000000 0.606589 9.939859 11.551040 9.624113
2.580000e+12 1.846661 2.052660 0.0000 1.000000 0.606589 9.939859 11.551040 9.624113
2.578000e+12 1.846886 2.052896 0.0000 1.000000 0.606569 9.940619 11.552071 9.624846
2.570000e+12 1.847787 2.053843 0.0000 1.000000 0.606485 9.943643 11.556184 9.627766
2.561000e+12 1.848804 2.054912 0.0000 1.000000 0.606390 9.947056 11.560826 9.631061
2.561000e+12 1.848804 2.054912 0.0000 1.000000 0.606390 9.947056 11.560826 9.631061
2.559000e+12 1.849030 2.055150 0.0000 1.000000 0.606368 9.947810 11.561854 9.631791
2.559000e+12 1.849030 2.055150 0.0000 1.000000 0.606368 9.947810 11.561854 9.631791
2.553000e+12 1.849711 2.055865 0.0000 1.000000 0.606305 9.950102 11.564969 9.633998
2.539000e+12 1.851306 2.057541 0.0000 1.000000 0.606157 9.955456 11.572251 9.639164
2.539000e+12 1.851306 2.057541 0.0000 1.000000 0.606157 9.955456 11.572251 9.639164
2.528000e+12 1.852566 2.058864 0.0000 1.000000 0.606040 9.959693 11.578010 9.643242
2.528000e+12 1.852566 2.058864 0.0000 1.000000 0.606040 9.959693 11.578010 9.643242
2.526000e+12 1.852796 2.059106 0.0000 1.000000 0.606019 9.960462 11.579058 9.643989
2.526000e+12 1.852796 2.059106 0.0000 1.000000 0.606019 9.960462 11.579058 9.643989
2.526000e+12 1.852796 2.059106 0.0000 1.000000 0.606019 9.960462 11.579058 9.643989
2.522000e+12 1.853256 2.059589 0.0000 1.000000 0.605976 9.962009 11.581160 9.645477
2.510000e+12 1.854641 2.061044 0.0000 1.000000 0.605848 9.966658 11.587483 9.649962
2.508000e+12 1.854872 2.061287 0.0000 1.000000 0.605826 9.967430 11.588535 9.650710
2.506000e+12 1.855104 2.061530 0.0000 1.000000 0.605805 9.968215 11.589600 9.651461
2.506000e+12 1.855104 2.061530 0.0000 1.000000 0.605805 9.968215 11.589600 9.651461
2.499000e+12 1.855916 2.062384 0.0000 1.000000 0.605729 9.970932 11.593299 9.654086
2.499000e+12 1.855916 2.062384 0.0000 1.000000 0.605729 9.970932 11.593299 9.654086
2.499000e+12 1.855916 2.062384 0.0000 1.000000 0.605729 9.970932 11.593299 9.654086
2.495000e+12 1.856381 2.062873 0.0000 1.000000 0.605686 9.972487 11.595418 9.655592
2.495000e+12 1.856381 2.062873 0.0000 1.000000 0.605686 9.972487 11.595418 9.655592
2.495000e+12 1.856381 2.062873 0.0000 1.000000 0.605686 9.972487 11.595418 9.655592
2.491000e+12 1.856848 2.063363 0.0000 1.000000 0.605643 9.974059 11.597554 9.657105
2.491000e+12 1.856848 2.063363 0.0000 1.000000 0.605643 9.974059 11.597554 9.657105
2.489000e+12 1.857081 2.063608 0.0000 1.000000 0.605621 9.974839 11.598615 9.657859
2.489000e+12 1.857081 2.063608 0.0000 1.000000 0.605621 9.974839 11.598615 9.657859
2.487000e+12 1.857315 2.063853 0.0000 1.000000 0.605600 9.975631 11.599689 9.658617
2.485000e+12 1.857548 2.064099 0.0000 1.000000 0.605578 9.976402 11.600743 9.659368
2.481000e+12 1.858017 2.064591 0.0000 1.000000 0.605535 9.977981 11.602889 9.660888
2.479000e+12 1.858251 2.064837 0.0000 1.000000 0.605513 9.978765 11.603955 9.661643
2.468000e+12 1.859544 2.066195 0.0000 1.000000 0.605393 9.983104 11.609858 9.665827
2.468000e+12 1.859544 2.066195 0.0000 1.000000 0.605393 9.983104 11.609858 9.665827
2.464000e+12 1.860016 2.066690 0.0000 1.000000 0.605350 9.984694 11.612018 9.667357
2.456000e+12 1.860961 2.067684 0.0000 1.000000 0.605262 9.987851 11.616319 9.670408
2.454000e+12 1.861198 2.067933 0.0000 1.000000 0.605240 9.988645 11.617400 9.671176
2.454000e+12 1.861198 2.067933 0.0000 1.000000 0.605240 9.988645 11.617400 9.671176
2.454000e+12 1.861198 2.067933 0.0000 1.000000 0.605240 9.988645 11.617400 9.671176
2.452000e+12 1.861435 2.068182 0.0000 1.000000 0.605218 9.989439 11.618481 9.671941
2.452000e+12 1.861435 2.068182 0.0000 1.000000 0.605218 9.989439 11.618481 9.671941
2.450000e+12 1.861673 2.068431 0.0000 1.000000 0.605197 9.990246 11.619574 9.672714
2.437000e+12 1.863220 2.070057 0.0000 1.000000 0.605053 9.995423 11.626623 9.677712
2.437000e+12 1.863220 2.070057 0.0000 1.000000 0.605053 9.995423 11.626623 9.677712
2.427000e+12 1.864416 2.071314 0.0000 1.000000 0.604942 9.999424 11.632072 9.681574
2.425000e+12 1.864656 2.071566 0.0000 1.000000 0.604920 10.000229 11.633168 9.682350
2.423000e+12 1.864896 2.071819 0.0000 1.000000 0.604897 10.001025 11.634255 9.683125
2.423000e+12 1.864896 2.071819 0.0000 1.000000 0.604897 10.001025 11.634255 9.683125
2.423000e+12 1.864896 2.071819 0.0000 1.000000 0.604897 10.001025 11.634255 9.683125
2.423000e+12 1.864896 2.071819 0.0000 1.000000 0.604897 10.001025 11.634255 9.683125
2.421000e+12 1.865137 2.072071 0.0000 1.000000 0.604876 10.001843 11.635363 9.683905
2.421000e+12 1.865137 2.072071 0.0000 1.000000 0.604876 10.001843 11.635363 9.683905
2.419000e+12 1.865377 2.072324 0.0000 1.000000 0.604853 10.002639 11.636451 9.684680
2.419000e+12 1.865377 2.072324 0.0000 1.000000 0.604853 10.002639 11.636451 9.684680
2.415000e+12 1.865859 2.072830 0.0000 1.000000 0.604809 10.004256 11.638651 9.686236
2.411000e+12 1.866342 2.073337 0.0000 1.000000 0.604765 10.005877 11.640856 9.687798
2.406000e+12 1.866947 2.073973 0.0000 1.000000 0.604708 10.007899 11.643610 9.689753
2.404000e+12 1.867189 2.074227 0.0000 1.000000 0.604686 10.008712 11.644715 9.690536
2.402000e+12 1.867432 2.074482 0.0000 1.000000 0.604664 10.009528 11.645825 9.691322
2.396000e+12 1.868161 2.075247 0.0000 1.000000 0.604597 10.011975 11.649153 9.693678
2.396000e+12 1.868161 2.075247 0.0000 1.000000 0.604597 10.011975 11.649153 9.693678
2.394000e+12 1.868405 2.075503 0.0000 1.000000 0.604575 10.012795 11.650268 9.694471
2.386000e+12 1.869380 2.076527 0.0000 1.000000 0.604485 10.016060 11.654713 9.697617
2.384000e+12 1.869625 2.076784 0.0000 1.000000 0.604463 10.016883 11.655832 9.698410
2.382000e+12 1.869870 2.077041 0.0000 1.000000 0.604440 10.017707 11.656952 9.699204
2.382000e+12 1.869870 2.077041 0.0000 1.000000 0.604440 10.017707 11.656952 9.699204
2.379000e+12 1.870237 2.077427 0.0000 1.000000 0.604406 10.018931 11.658620 9.700387
2.378000e+12 1.870360 2.077556 0.0000 1.000000 0.604395 10.019344 11.659182 9.700787
2.375000e+12 1.870728 2.077942 0.0000 1.000000 0.604362 10.020580 11.660864 9.701974
2.373000e+12 1.870973 2.078200 0.0000 1.000000 0.604339 10.021395 11.661975 9.702764
2.369000e+12 1.871465 2.078717 0.0000 1.000000 0.604293 10.023039 11.664215 9.704351
2.369000e+12 1.871465 2.078717 0.0000 1.000000 0.604293 10.023039 11.664215 9.704351
2.369000e+12 1.871465 2.078717 0.0000 1.000000 0.604293 10.023039 11.664215 9.704351
2.369000e+12 1.871465 2.078717 0.0000 1.000000 0.604293 10.023039 11.664215 9.704351
2.363000e+12 1.872205 2.079493 0.0000 1.000000 0.604226 10.025527 11.667597 9.706741
2.359000e+12 1.872699 2.080012 0.0000 1.000000 0.604180 10.027178 11.669847 9.708335
2.357000e+12 1.872946 2.080272 0.0000 1.000000 0.604157 10.028000 11.670968 9.709132
2.357000e+12 1.872946 2.080272 0.0000 1.000000 0.604157 10.028000 11.670968 9.709132
2.355000e+12 1.873194 2.080532 0.0000 1.000000 0.604135 10.028834 11.672101 9.709933
2.355000e+12 1.873194 2.080532 0.0000 1.000000 0.604135 10.028834 11.672101 9.709933
2.353000e+12 1.873442 2.080792 0.0000 1.000000 0.604112 10.029668 11.673235 9.710733
2.353000e+12 1.873442 2.080792 0.0000 1.000000 0.604112 10.029668 11.673235 9.710733
2.351000e+12 1.873690 2.081053 0.0000 1.000000 0.604089 10.030493 11.674361 9.711534
2.346000e+12 1.874311 2.081705 0.0000 1.000000 0.604032 10.032572 11.677192 9.713538
2.340000e+12 1.875059 2.082490 0.0000 1.000000 0.603964 10.035080 11.680604 9.715954
2.340000e+12 1.875059 2.082490 0.0000 1.000000 0.603964 10.035080 11.680604 9.715954
2.338000e+12 1.875308 2.082752 0.0000 1.000000 0.603941 10.035908 11.681735 9.716755
2.338000e+12 1.875308 2.082752 0.0000 1.000000 0.603941 10.035908 11.681735 9.716755
2.336000e+12 1.875558 2.083015 0.0000 1.000000 0.603918 10.036740 11.682870 9.717562
2.332000e+12 1.876059 2.083540 0.0000 1.000000 0.603872 10.038427 11.685161 9.719184
2.330000e+12 1.876309 2.083803 0.0000 1.000000 0.603849 10.039259 11.686297 9.719988
2.328000e+12 1.876560 2.084066 0.0000 1.000000 0.603826 10.040104 11.687445 9.720799
2.328000e+12 1.876560 2.084066 0.0000 1.000000 0.603826 10.040104 11.687445 9.720799
2.328000e+12 1.876560 2.084066 0.0000 1.000000 0.603826 10.040104 11.687445 9.720799
2.328000e+12 1.876560 2.084066 0.0000 1.000000 0.603826 10.040104 11.687445 9.720799
2.326000e+12 1.876811 2.084330 0.0000 1.000000 0.603803 10.040939 11.688585 9.721610
2.322000e+12 1.877313 2.084858 0.0000 1.000000 0.603757 10.042611 11.690865 9.723225
2.322000e+12 1.877313 2.084858 0.0000 1.000000 0.603757 10.042611 11.690865 9.723225
2.322000e+12 1.877313 2.084858 0.0000 1.000000 0.603757 10.042611 11.690865 9.723225
2.318000e+12 1.877817 2.085387 0.0000 1.000000 0.603711 10.044299 11.693163 9.724854
2.311000e+12 1.878700 2.086314 0.0000 1.000000 0.603630 10.047254 11.697187 9.727698
2.311000e+12 1.878700 2.086314 0.0000 1.000000 0.603630 10.047254 11.697187 9.727698
2.307000e+12 1.879207 2.086846 0.0000 1.000000 0.603584 10.048953 11.699499 9.729338
2.305000e+12 1.879460 2.087112 0.0000 1.000000 0.603560 10.049796 11.700649 9.730152
2.299000e+12 1.880222 2.087912 0.0000 1.000000 0.603491 10.052345 11.704120 9.732607
2.297000e+12 1.880476 2.088179 0.0000 1.000000 0.603467 10.053191 11.705275 9.733425
2.297000e+12 1.880476 2.088179 0.0000 1.000000 0.603467 10.053191 11.705275 9.733425
2.293000e+12 1.880986 2.088714 0.0000 1.000000 0.603421 10.054901 11.707601 9.735072
2.293000e+12 1.880986 2.088714 0.0000 1.000000 0.603421 10.054901 11.707601 9.735072
2.291000e+12 1.881241 2.088982 0.0000 1.000000 0.603397 10.055751 11.708760 9.735893
2.291000e+12 1.881241 2.088982 0.0000 1.000000 0.603397 10.055751 11.708760 9.735893
2.286000e+12 1.881880 2.089653 0.0000 1.000000 0.603339 10.057887 11.711670 9.737954
2.282000e+12 1.882392 2.090190 0.0000 1.000000 0.603292 10.059604 11.714006 9.739608
2.280000e+12 1.882648 2.090460 0.0000 1.000000 0.603268 10.060449 11.715162 9.740430
2.278000e+12 1.882905 2.090729 0.0000 1.000000 0.603245 10.061315 11.716339 9.741262
2.276000e+12 1.883162 2.090999 0.0000 1.000000 0.603222 10.062173 11.717508 9.742090
2.270000e+12 1.883934 2.091809 0.0000 1.000000 0.603152 10.064758 11.721027 9.744580
2.268000e+12 1.884192 2.092080 0.0000 1.000000 0.603128 10.065619 11.722201 9.745412
2.268000e+12 1.884192 2.092080 0.0000 1.000000 0.603128 10.065619 11.722201 9.745412
2.268000e+12 1.884192 2.092080 0.0000 1.000000 0.603128 10.065619 11.722201 9.745412
2.264000e+12 1.884708 2.092623 0.0000 1.000000 0.603080 10.067332 11.724540 9.747072
2.264000e+12 1.884708 2.092623 0.0000 1.000000 0.603080 10.067332 11.724540 9.747072
2.262000e+12 1.884967 2.092894 0.0000 1.000000 0.603057 10.068206 11.725727 9.747908
2.260000e+12 1.885226 2.093166 0.0000 1.000000 0.603033 10.069070 11.726905 9.748744
2.257000e+12 1.885614 2.093574 0.0000 1.000000 0.602997 10.070361 11.728667 9.749990
2.257000e+12 1.885614 2.093574 0.0000 1.000000 0.602997 10.070361 11.728667 9.749990
2.253000e+12 1.886134 2.094119 0.0000 1.000000 0.602951 10.072107 11.731041 9.751672
2.247000e+12 1.886914 2.094939 0.0000 1.000000 0.602879 10.074703 11.734583 9.754182
2.247000e+12 1.886914 2.094939 0.0000 1.000000 0.602879 10.074703 11.734583 9.754182
2.245000e+12 1.887175 2.095212 0.0000 1.000000 0.602856 10.075584 11.735779 9.755022
2.245000e+12 1.887175 2.095212 0.0000 1.000000 0.602856 10.075584 11.735779 9.755022
2.245000e+12 1.887175 2.095212 0.0000 1.000000 0.602856 10.075584 11.735779 9.755022
2.243000e+12 1.887436 2.095486 0.0000 1.000000 0.602832 10.076456 11.736967 9.755864
2.241000e+12 1.887697 2.095760 0.0000 1.000000 0.602808 10.077327 11.738155 9.756704
2.241000e+12 1.887697 2.095760 0.0000 1.000000 0.602808 10.077327 11.738155 9.756704
2.241000e+12 1.887697 2.095760 0.0000 1.000000 0.602808 10.077327 11.738155 9.756704
2.231000e+12 1.889007 2.097136 0.0000 1.000000 0.602688 10.081696 11.744111 9.760924
2.231000e+12 1.889007 2.097136 0.0000 1.000000 0.602688 10.081696 11.744111 9.760924
2.229000e+12 1.889270 2.097411 0.0000 1.000000 0.602665 10.082584 11.745317 9.761770
2.224000e+12 1.889927 2.098102 0.0000 1.000000 0.602604 10.084767 11.748296 9.763884
2.222000e+12 1.890191 2.098379 0.0000 1.000000 0.602580 10.085649 11.749499 9.764737
2.222000e+12 1.890191 2.098379 0.0000 1.000000 0.602580 10.085649 11.749499 9.764737
2.218000e+12 1.890719 2.098933 0.0000 1.000000 0.602533 10.087415 11.751904 9.766437
2.216000e+12 1.890983 2.099211 0.0000 1.000000 0.602508 10.088289 11.753098 9.767286
2.214000e+12 1.891248 2.099488 0.0000 1.000000 0.602485 10.089184 11.754313 9.768140
2.212000e+12 1.891513 2.099766 0.0000 1.000000 0.602461 10.090070 11.755520 9.768993
2.208000e+12 1.892043 2.100323 0.0000 1.000000 0.602412 10.091834 11.757927 9.770696
2.204000e+12 1.892575 2.100881 0.0000 1.000000 0.602364 10.093614 11.760351 9.772413
2.204000e+12 1.892575 2.100881 0.0000 1.000000 0.602364 10.093614 11.760351 9.772413
2.200000e+12 1.893108 2.101440 0.0000 1.000000 0.602316 10.095397 11.762780 9.774130
2.198000e+12 1.893374 2.101720 0.0000 1.000000 0.602291 10.096278 11.763984 9.774983
2.196000e+12 1.893641 2.102001 0.0000 1.000000 0.602267 10.097163 11.765193 9.775843
2.194000e+12 1.893908 2.102281 0.0000 1.000000 0.602242 10.098056 11.766409 9.776700
2.191000e+12 1.894310 2.102702 0.0000 1.000000 0.602207 10.099407 11.768246 9.777995
2.189000e+12 1.894578 2.102984 0.0000 1.000000 0.602182 10.100295 11.769459 9.778859
2.189000e+12 1.894578 2.102984 0.0000 1.000000 0.602182 10.100295 11.769459 9.778859
2.187000e+12 1.894846 2.103265 0.0000 1.000000 0.602158 10.101192 11.770681 9.779723
2.185000e+12 1.895114 2.103547 0.0000 1.000000 0.602133 10.102080 11.771894 9.780583
2.183000e+12 1.895383 2.103829 0.0000 1.000000 0.602109 10.102981 11.773121 9.781450
2.179000e+12 1.895921 2.104394 0.0000 1.000000 0.602060 10.104773 11.775566 9.783181
2.175000e+12 1.896460 2.104960 0.0000 1.000000 0.602011 10.106569 11.778015 9.784912
2.171000e+12 1.897000 2.105527 0.0000 1.000000 0.601962 10.108369 11.780469 9.786650
2.169000e+12 1.897271 2.105811 0.0000 1.000000 0.601937 10.109277 11.781705 9.787525
2.169000e+12 1.897271 2.105811 0.0000 1.000000 0.601937 10.109277 11.781705 9.787525
2.169000e+12 1.897271 2.105811 0.0000 1.000000 0.601937 10.109277 11.781705 9.787525
2.162000e+12 1.898220 2.106807 0.0000 1.000000 0.601851 10.112443 11.786022 9.790576
2.160000e+12 1.898492 2.107092 0.0000 1.000000 0.601827 10.113355 11.787262 9.791453
2.158000e+12 1.898764 2.107377 0.0000 1.000000 0.601803 10.114266 11.788503 9.792328
2.156000e+12 1.899036 2.107663 0.0000 1.000000 0.601778 10.115169 11.789736 9.793202
2.156000e+12 1.899036 2.107663 0.0000 1.000000 0.601778 10.115169 11.789736 9.793202
