# Mvir[M_sun/h] sigma(M,0) sigma(0.5M,0) z D(z) D(z_f,peak) c_vir_sim c_vir_eps c_vir_eps2
1.141000e+12 2.090190 2.307912 0.0000 1.000000 0.585288 10.744242 12.651683 10.399710
1.141000e+12 2.090190 2.307912 0.0000 1.000000 0.585288 10.744242 12.651683 10.399710
1.141000e+12 2.090190 2.307912 0.0000 1.000000 0.585288 10.744242 12.651683 10.399710
1.141000e+12 2.090190 2.307912 0.0000 1.000000 0.585288 10.744242 12.651683 10.399710
1.141000e+12 2.090190 2.307912 0.0000 1.000000 0.585288 10.744242 12.651683 10.399710
1.137000e+12 2.091269 2.309039 0.0000 1.000000 0.585200 10.747759 12.656519 10.403093
1.137000e+12 2.091269 2.309039 0.0000 1.000000 0.585200 10.747759 12.656519 10.403093
1.137000e+12 2.091269 2.309039 0.0000 1.000000 0.585200 10.747759 12.656519 10.403093
1.137000e+12 2.091269 2.309039 0.0000 1.000000 0.585200 10.747759 12.656519 10.403093
1.135000e+12 2.091809 2.309605 0.0000 1.000000 0.585155 10.749499 12.658922 10.404780
1.135000e+12 2.091809 2.309605 0.0000 1.000000 0.585155 10.749499 12.658922 10.404780
1.135000e+12 2.091809 2.309605 0.0000 1.000000 0.585155 10.749499 12.658922 10.404780
1.135000e+12 2.091809 2.309605 0.0000 1.000000 0.585155 10.749499 12.658922 10.404780
1.133000e+12 2.092351 2.310171 0.0000 1.000000 0.585111 10.751266 12.661352 10.406478
1.133000e+12 2.092351 2.310171 0.0000 1.000000 0.585111 10.751266 12.661352 10.406478
1.133000e+12 2.092351 2.310171 0.0000 1.000000 0.585111 10.751266 12.661352 10.406478
1.131000e+12 2.092894 2.310739 0.0000 1.000000 0.585066 10.753027 12.663777 10.408176
1.131000e+12 2.092894 2.310739 0.0000 1.000000 0.585066 10.753027 12.663777 10.408176
1.129000e+12 2.093438 2.311307 0.0000 1.000000 0.585022 10.754801 12.666217 10.409881
1.129000e+12 2.093438 2.311307 0.0000 1.000000 0.585022 10.754801 12.666217 10.409881
1.127000e+12 2.093983 2.311877 0.0000 1.000000 0.584977 10.756569 12.668652 10.411586
1.127000e+12 2.093983 2.311877 0.0000 1.000000 0.584977 10.756569 12.668652 10.411586
1.125000e+12 2.094528 2.312448 0.0000 1.000000 0.584932 10.758327 12.671078 10.413290
1.125000e+12 2.094528 2.312448 0.0000 1.000000 0.584932 10.758327 12.671078 10.413290
1.123000e+12 2.095075 2.313020 0.0000 1.000000 0.584887 10.760102 12.673523 10.415002
1.123000e+12 2.095075 2.313020 0.0000 1.000000 0.584887 10.760102 12.673523 10.415002
1.123000e+12 2.095075 2.313020 0.0000 1.000000 0.584887 10.760102 12.673523 10.415002
1.121000e+12 2.095623 2.313592 0.0000 1.000000 0.584843 10.761890 12.675981 10.416716
1.121000e+12 2.095623 2.313592 0.0000 1.000000 0.584843 10.761890 12.675981 10.416716
1.118000e+12 2.096447 2.314454 0.0000 1.000000 0.584775 10.764560 12.679660 10.419295
1.118000e+12 2.096447 2.314454 0.0000 1.000000 0.584775 10.764560 12.679660 10.419295
1.118000e+12 2.096447 2.314454 0.0000 1.000000 0.584775 10.764560 12.679660 10.419295
1.118000e+12 2.096447 2.314454 0.0000 1.000000 0.584775 10.764560 12.679660 10.419295
1.118000e+12 2.096447 2.314454 0.0000 1.000000 0.584775 10.764560 12.679660 10.419295
1.116000e+12 2.096998 2.315029 0.0000 1.000000 0.584730 10.766358 12.682132 10.421021
1.116000e+12 2.096998 2.315029 0.0000 1.000000 0.584730 10.766358 12.682132 10.421021
1.116000e+12 2.096998 2.315029 0.0000 1.000000 0.584730 10.766358 12.682132 10.421021
1.116000e+12 2.096998 2.315029 0.0000 1.000000 0.584730 10.766358 12.682132 10.421021
1.114000e+12 2.097549 2.315606 0.0000 1.000000 0.584685 10.768137 12.684587 10.422742
1.114000e+12 2.097549 2.315606 0.0000 1.000000 0.584685 10.768137 12.684587 10.422742
1.114000e+12 2.097549 2.315606 0.0000 1.000000 0.584685 10.768137 12.684587 10.422742
1.114000e+12 2.097549 2.315606 0.0000 1.000000 0.584685 10.768137 12.684587 10.422742
1.114000e+12 2.097549 2.315606 0.0000 1.000000 0.584685 10.768137 12.684587 10.422742
1.114000e+12 2.097549 2.315606 0.0000 1.000000 0.584685 10.768137 12.684587 10.422742
1.112000e+12 2.098102 2.316184 0.0000 1.000000 0.584640 10.769933 12.687060 10.424474
1.112000e+12 2.098102 2.316184 0.0000 1.000000 0.584640 10.769933 12.687060 10.424474
1.110000e+12 2.098656 2.316763 0.0000 1.000000 0.584594 10.771733 12.689538 10.426205
1.110000e+12 2.098656 2.316763 0.0000 1.000000 0.584594 10.771733 12.689538 10.426205
1.110000e+12 2.098656 2.316763 0.0000 1.000000 0.584594 10.771733 12.689538 10.426205
1.110000e+12 2.098656 2.316763 0.0000 1.000000 0.584594 10.771733 12.689538 10.426205
1.108000e+12 2.099211 2.317343 0.0000 1.000000 0.584549 10.773536 12.692020 10.427944
1.108000e+12 2.099211 2.317343 0.0000 1.000000 0.584549 10.773536 12.692020 10.427944
1.108000e+12 2.099211 2.317343 0.0000 1.000000 0.584549 10.773536 12.692020 10.427944
1.106000e+12 2.099766 2.317924 0.0000 1.000000 0.584503 10.775329 12.694494 10.429675
1.106000e+12 2.099766 2.317924 0.0000 1.000000 0.584503 10.775329 12.694494 10.429675
1.106000e+12 2.099766 2.317924 0.0000 1.000000 0.584503 10.775329 12.694494 10.429675
1.106000e+12 2.099766 2.317924 0.0000 1.000000 0.584503 10.775329 12.694494 10.429675
1.106000e+12 2.099766 2.317924 0.0000 1.000000 0.584503 10.775329 12.694494 10.429675
1.106000e+12 2.099766 2.317924 0.0000 1.000000 0.584503 10.775329 12.694494 10.429675
1.104000e+12 2.100323 2.318506 0.0000 1.000000 0.584458 10.777139 12.696985 10.431417
1.104000e+12 2.100323 2.318506 0.0000 1.000000 0.584458 10.777139 12.696985 10.431417
1.104000e+12 2.100323 2.318506 0.0000 1.000000 0.584458 10.777139 12.696985 10.431417
1.104000e+12 2.100323 2.318506 0.0000 1.000000 0.584458 10.777139 12.696985 10.431417
1.102000e+12 2.100881 2.319090 0.0000 1.000000 0.584412 10.778943 12.699473 10.433162
1.102000e+12 2.100881 2.319090 0.0000 1.000000 0.584412 10.778943 12.699473 10.433162
1.102000e+12 2.100881 2.319090 0.0000 1.000000 0.584412 10.778943 12.699473 10.433162
1.102000e+12 2.100881 2.319090 0.0000 1.000000 0.584412 10.778943 12.699473 10.433162
1.102000e+12 2.100881 2.319090 0.0000 1.000000 0.584412 10.778943 12.699473 10.433162
1.100000e+12 2.101440 2.319674 0.0000 1.000000 0.584366 10.780759 12.701974 10.434907
1.100000e+12 2.101440 2.319674 0.0000 1.000000 0.584366 10.780759 12.701974 10.434907
1.098000e+12 2.102001 2.320260 0.0000 1.000000 0.584321 10.782584 12.704485 10.436667
1.098000e+12 2.102001 2.320260 0.0000 1.000000 0.584321 10.782584 12.704485 10.436667
1.098000e+12 2.102001 2.320260 0.0000 1.000000 0.584321 10.782584 12.704485 10.436667
1.096000e+12 2.102562 2.320847 0.0000 1.000000 0.584275 10.784398 12.706987 10.438418
1.096000e+12 2.102562 2.320847 0.0000 1.000000 0.584275 10.784398 12.706987 10.438418
1.096000e+12 2.102562 2.320847 0.0000 1.000000 0.584275 10.784398 12.706987 10.438418
1.094000e+12 2.103124 2.321434 0.0000 1.000000 0.584229 10.786225 12.709502 10.440173
1.094000e+12 2.103124 2.321434 0.0000 1.000000 0.584229 10.786225 12.709502 10.440173
1.092000e+12 2.103688 2.322024 0.0000 1.000000 0.584183 10.788050 12.712018 10.441936
1.092000e+12 2.103688 2.322024 0.0000 1.000000 0.584183 10.788050 12.712018 10.441936
1.092000e+12 2.103688 2.322024 0.0000 1.000000 0.584183 10.788050 12.712018 10.441936
1.092000e+12 2.103688 2.322024 0.0000 1.000000 0.584183 10.788050 12.712018 10.441936
1.092000e+12 2.103688 2.322024 0.0000 1.000000 0.584183 10.788050 12.712018 10.441936
1.092000e+12 2.103688 2.322024 0.0000 1.000000 0.584183 10.788050 12.712018 10.441936
1.090000e+12 2.104252 2.322614 0.0000 1.000000 0.584136 10.789875 12.714534 10.443697
1.090000e+12 2.104252 2.322614 0.0000 1.000000 0.584136 10.789875 12.714534 10.443697
1.090000e+12 2.104252 2.322614 0.0000 1.000000 0.584136 10.789875 12.714534 10.443697
1.090000e+12 2.104252 2.322614 0.0000 1.000000 0.584136 10.789875 12.714534 10.443697
1.087000e+12 2.105101 2.323501 0.0000 1.000000 0.584067 10.792632 12.718331 10.446351
1.087000e+12 2.105101 2.323501 0.0000 1.000000 0.584067 10.792632 12.718331 10.446351
1.087000e+12 2.105101 2.323501 0.0000 1.000000 0.584067 10.792632 12.718331 10.446351
1.085000e+12 2.105669 2.324094 0.0000 1.000000 0.584022 10.794481 12.720874 10.448126
1.085000e+12 2.105669 2.324094 0.0000 1.000000 0.584022 10.794481 12.720874 10.448126
1.085000e+12 2.105669 2.324094 0.0000 1.000000 0.584022 10.794481 12.720874 10.448126
1.085000e+12 2.105669 2.324094 0.0000 1.000000 0.584022 10.794481 12.720874 10.448126
1.085000e+12 2.105669 2.324094 0.0000 1.000000 0.584022 10.794481 12.720874 10.448126
1.083000e+12 2.106237 2.324688 0.0000 1.000000 0.583975 10.796319 12.723409 10.449902
1.083000e+12 2.106237 2.324688 0.0000 1.000000 0.583975 10.796319 12.723409 10.449902
1.083000e+12 2.106237 2.324688 0.0000 1.000000 0.583975 10.796319 12.723409 10.449902
1.081000e+12 2.106807 2.325284 0.0000 1.000000 0.583929 10.798165 12.725953 10.451684
1.081000e+12 2.106807 2.325284 0.0000 1.000000 0.583929 10.798165 12.725953 10.451684
1.079000e+12 2.107377 2.325880 0.0000 1.000000 0.583882 10.800011 12.728498 10.453459
1.077000e+12 2.107949 2.326478 0.0000 1.000000 0.583835 10.801864 12.731051 10.455248
1.077000e+12 2.107949 2.326478 0.0000 1.000000 0.583835 10.801864 12.731051 10.455248
1.077000e+12 2.107949 2.326478 0.0000 1.000000 0.583835 10.801864 12.731051 10.455248
1.077000e+12 2.107949 2.326478 0.0000 1.000000 0.583835 10.801864 12.731051 10.455248
1.077000e+12 2.107949 2.326478 0.0000 1.000000 0.583835 10.801864 12.731051 10.455248
1.077000e+12 2.107949 2.326478 0.0000 1.000000 0.583835 10.801864 12.731051 10.455248
1.077000e+12 2.107949 2.326478 0.0000 1.000000 0.583835 10.801864 12.731051 10.455248
1.075000e+12 2.108522 2.327077 0.0000 1.000000 0.583789 10.803720 12.733609 10.457037
1.075000e+12 2.108522 2.327077 0.0000 1.000000 0.583789 10.803720 12.733609 10.457037
1.075000e+12 2.108522 2.327077 0.0000 1.000000 0.583789 10.803720 12.733609 10.457037
1.075000e+12 2.108522 2.327077 0.0000 1.000000 0.583789 10.803720 12.733609 10.457037
1.075000e+12 2.108522 2.327077 0.0000 1.000000 0.583789 10.803720 12.733609 10.457037
1.073000e+12 2.109096 2.327677 0.0000 1.000000 0.583742 10.805580 12.736172 10.458830
1.073000e+12 2.109096 2.327677 0.0000 1.000000 0.583742 10.805580 12.736172 10.458830
1.073000e+12 2.109096 2.327677 0.0000 1.000000 0.583742 10.805580 12.736172 10.458830
1.073000e+12 2.109096 2.327677 0.0000 1.000000 0.583742 10.805580 12.736172 10.458830
1.073000e+12 2.109096 2.327677 0.0000 1.000000 0.583742 10.805580 12.736172 10.458830
1.073000e+12 2.109096 2.327677 0.0000 1.000000 0.583742 10.805580 12.736172 10.458830
1.073000e+12 2.109096 2.327677 0.0000 1.000000 0.583742 10.805580 12.736172 10.458830
1.071000e+12 2.109672 2.328279 0.0000 1.000000 0.583695 10.807447 12.738745 10.460632
1.071000e+12 2.109672 2.328279 0.0000 1.000000 0.583695 10.807447 12.738745 10.460632
1.069000e+12 2.110248 2.328881 0.0000 1.000000 0.583648 10.809313 12.741317 10.462428
1.069000e+12 2.110248 2.328881 0.0000 1.000000 0.583648 10.809313 12.741317 10.462428
1.069000e+12 2.110248 2.328881 0.0000 1.000000 0.583648 10.809313 12.741317 10.462428
1.069000e+12 2.110248 2.328881 0.0000 1.000000 0.583648 10.809313 12.741317 10.462428
1.069000e+12 2.110248 2.328881 0.0000 1.000000 0.583648 10.809313 12.741317 10.462428
1.067000e+12 2.110826 2.329485 0.0000 1.000000 0.583601 10.811187 12.743899 10.464234
1.067000e+12 2.110826 2.329485 0.0000 1.000000 0.583601 10.811187 12.743899 10.464234
1.067000e+12 2.110826 2.329485 0.0000 1.000000 0.583601 10.811187 12.743899 10.464234
1.067000e+12 2.110826 2.329485 0.0000 1.000000 0.583601 10.811187 12.743899 10.464234
1.067000e+12 2.110826 2.329485 0.0000 1.000000 0.583601 10.811187 12.743899 10.464234
1.065000e+12 2.111404 2.330090 0.0000 1.000000 0.583554 10.813051 12.746472 10.466036
1.063000e+12 2.111984 2.330696 0.0000 1.000000 0.583507 10.814932 12.749064 10.467849
1.063000e+12 2.111984 2.330696 0.0000 1.000000 0.583507 10.814932 12.749064 10.467849
1.063000e+12 2.111984 2.330696 0.0000 1.000000 0.583507 10.814932 12.749064 10.467849
1.063000e+12 2.111984 2.330696 0.0000 1.000000 0.583507 10.814932 12.749064 10.467849
1.063000e+12 2.111984 2.330696 0.0000 1.000000 0.583507 10.814932 12.749064 10.467849
1.061000e+12 2.112565 2.331303 0.0000 1.000000 0.583460 10.816816 12.751659 10.469661
1.061000e+12 2.112565 2.331303 0.0000 1.000000 0.583460 10.816816 12.751659 10.469661
1.061000e+12 2.112565 2.331303 0.0000 1.000000 0.583460 10.816816 12.751659 10.469661
1.058000e+12 2.113439 2.332216 0.0000 1.000000 0.583389 10.819651 12.755565 10.472388
1.058000e+12 2.113439 2.332216 0.0000 1.000000 0.583389 10.819651 12.755565 10.472388
1.058000e+12 2.113439 2.332216 0.0000 1.000000 0.583389 10.819651 12.755565 10.472388
1.058000e+12 2.113439 2.332216 0.0000 1.000000 0.583389 10.819651 12.755565 10.472388
1.058000e+12 2.113439 2.332216 0.0000 1.000000 0.583389 10.819651 12.755565 10.472388
1.056000e+12 2.114023 2.332827 0.0000 1.000000 0.583341 10.821536 12.758167 10.474215
1.056000e+12 2.114023 2.332827 0.0000 1.000000 0.583341 10.821536 12.758167 10.474215
1.054000e+12 2.114608 2.333438 0.0000 1.000000 0.583294 10.823435 12.760781 10.476037
1.054000e+12 2.114608 2.333438 0.0000 1.000000 0.583294 10.823435 12.760781 10.476037
1.054000e+12 2.114608 2.333438 0.0000 1.000000 0.583294 10.823435 12.760781 10.476037
1.052000e+12 2.115194 2.334051 0.0000 1.000000 0.583246 10.825327 12.763392 10.477866
1.052000e+12 2.115194 2.334051 0.0000 1.000000 0.583246 10.825327 12.763392 10.477866
1.052000e+12 2.115194 2.334051 0.0000 1.000000 0.583246 10.825327 12.763392 10.477866
1.052000e+12 2.115194 2.334051 0.0000 1.000000 0.583246 10.825327 12.763392 10.477866
1.050000e+12 2.115782 2.334665 0.0000 1.000000 0.583198 10.827236 12.766021 10.479703
1.050000e+12 2.115782 2.334665 0.0000 1.000000 0.583198 10.827236 12.766021 10.479703
1.050000e+12 2.115782 2.334665 0.0000 1.000000 0.583198 10.827236 12.766021 10.479703
1.050000e+12 2.115782 2.334665 0.0000 1.000000 0.583198 10.827236 12.766021 10.479703
1.050000e+12 2.115782 2.334665 0.0000 1.000000 0.583198 10.827236 12.766021 10.479703
1.050000e+12 2.115782 2.334665 0.0000 1.000000 0.583198 10.827236 12.766021 10.479703
1.048000e+12 2.116371 2.335280 0.0000 1.000000 0.583151 10.829148 12.768654 10.481539
1.048000e+12 2.116371 2.335280 0.0000 1.000000 0.583151 10.829148 12.768654 10.481539
1.046000e+12 2.116961 2.335897 0.0000 1.000000 0.583103 10.831054 12.771284 10.483382
1.046000e+12 2.116961 2.335897 0.0000 1.000000 0.583103 10.831054 12.771284 10.483382
1.046000e+12 2.116961 2.335897 0.0000 1.000000 0.583103 10.831054 12.771284 10.483382
1.046000e+12 2.116961 2.335897 0.0000 1.000000 0.583103 10.831054 12.771284 10.483382
1.044000e+12 2.117552 2.336515 0.0000 1.000000 0.583055 10.832963 12.773918 10.485224
1.044000e+12 2.117552 2.336515 0.0000 1.000000 0.583055 10.832963 12.773918 10.485224
1.044000e+12 2.117552 2.336515 0.0000 1.000000 0.583055 10.832963 12.773918 10.485224
1.044000e+12 2.117552 2.336515 0.0000 1.000000 0.583055 10.832963 12.773918 10.485224
1.044000e+12 2.117552 2.336515 0.0000 1.000000 0.583055 10.832963 12.773918 10.485224
1.044000e+12 2.117552 2.336515 0.0000 1.000000 0.583055 10.832963 12.773918 10.485224
1.042000e+12 2.118144 2.337134 0.0000 1.000000 0.583006 10.834876 12.776557 10.487070
1.042000e+12 2.118144 2.337134 0.0000 1.000000 0.583006 10.834876 12.776557 10.487070
1.042000e+12 2.118144 2.337134 0.0000 1.000000 0.583006 10.834876 12.776557 10.487070
1.042000e+12 2.118144 2.337134 0.0000 1.000000 0.583006 10.834876 12.776557 10.487070
1.040000e+12 2.118738 2.337754 0.0000 1.000000 0.582959 10.836806 12.779214 10.488923
1.040000e+12 2.118738 2.337754 0.0000 1.000000 0.582959 10.836806 12.779214 10.488923
1.040000e+12 2.118738 2.337754 0.0000 1.000000 0.582959 10.836806 12.779214 10.488923
1.040000e+12 2.118738 2.337754 0.0000 1.000000 0.582959 10.836806 12.779214 10.488923
1.040000e+12 2.118738 2.337754 0.0000 1.000000 0.582959 10.836806 12.779214 10.488923
1.040000e+12 2.118738 2.337754 0.0000 1.000000 0.582959 10.836806 12.779214 10.488923
1.038000e+12 2.119332 2.338376 0.0000 1.000000 0.582910 10.838716 12.781854 10.490772
1.038000e+12 2.119332 2.338376 0.0000 1.000000 0.582910 10.838716 12.781854 10.490772
1.036000e+12 2.119928 2.338999 0.0000 1.000000 0.582862 10.840643 12.784511 10.492632
1.036000e+12 2.119928 2.338999 0.0000 1.000000 0.582862 10.840643 12.784511 10.492632
1.036000e+12 2.119928 2.338999 0.0000 1.000000 0.582862 10.840643 12.784511 10.492632
1.036000e+12 2.119928 2.338999 0.0000 1.000000 0.582862 10.840643 12.784511 10.492632
1.036000e+12 2.119928 2.338999 0.0000 1.000000 0.582862 10.840643 12.784511 10.492632
7.812000e+14 0.576722 0.687484 0.0000 1.000000 0.807518 5.205644 5.402499 5.024840
4.170000e+14 0.676511 0.798367 0.0000 1.000000 0.779978 5.619371 5.909858 5.429298
2.570000e+14 0.760308 0.890718 0.0000 1.000000 0.759806 5.959941 6.333430 5.762176
2.165000e+14 0.791433 0.924865 0.0000 1.000000 0.752873 6.084938 6.490096 5.884294
1.921000e+14 0.813579 0.949115 0.0000 1.000000 0.748102 6.173392 6.601332 5.970687
1.879000e+14 0.817713 0.953637 0.0000 1.000000 0.747227 6.189863 6.622076 5.986770
1.640000e+14 0.843429 0.981741 0.0000 1.000000 0.741874 6.292002 6.750951 6.086499
1.396000e+14 0.874487 1.015618 0.0000 1.000000 0.735623 6.414675 6.906236 6.206230
1.298000e+14 0.888737 1.031139 0.0000 1.000000 0.732829 6.470710 6.977346 6.260907
1.261000e+14 0.894436 1.037343 0.0000 1.000000 0.731724 6.493074 7.005759 6.282730
1.255000e+14 0.895378 1.038368 0.0000 1.000000 0.731542 6.496770 7.010455 6.286333
1.214000e+14 0.901953 1.045522 0.0000 1.000000 0.730277 6.522539 7.043217 6.311471
1.193000e+14 0.905419 1.049292 0.0000 1.000000 0.729614 6.536111 7.060480 6.324711
1.084000e+14 0.924586 1.070126 0.0000 1.000000 0.725992 6.610998 7.155852 6.397749
9.910000e+13 0.942740 1.089837 0.0000 1.000000 0.722630 6.681677 7.246036 6.466664
9.740000e+13 0.946265 1.093662 0.0000 1.000000 0.721985 6.695373 7.263530 6.480016
9.473000e+13 0.951944 1.099822 0.0000 1.000000 0.720951 6.717422 7.291706 6.501508
9.447000e+13 0.952507 1.100432 0.0000 1.000000 0.720849 6.719609 7.294501 6.503638
8.710000e+13 0.969219 1.118549 0.0000 1.000000 0.717842 6.784343 7.377322 6.566730
8.608000e+13 0.971656 1.121191 0.0000 1.000000 0.717407 6.793757 7.389383 6.575912
8.467000e+13 0.975080 1.124899 0.0000 1.000000 0.716800 6.806996 7.406338 6.588809
8.044000e+13 0.985746 1.136450 0.0000 1.000000 0.714918 6.848156 7.459101 6.628916
7.873000e+13 0.990238 1.141312 0.0000 1.000000 0.714133 6.865470 7.481311 6.645785
7.668000e+13 0.995769 1.147297 0.0000 1.000000 0.713170 6.886769 7.508644 6.666532
7.555000e+13 0.998889 1.150673 0.0000 1.000000 0.712629 6.898770 7.524054 6.678224
7.439000e+13 1.002147 1.154197 0.0000 1.000000 0.712066 6.911299 7.540144 6.690429
7.436000e+13 1.002232 1.154288 0.0000 1.000000 0.712052 6.911631 7.540567 6.690745
6.876000e+13 1.018809 1.172211 0.0000 1.000000 0.709216 6.975251 7.622351 6.752712
6.788000e+13 1.021550 1.175173 0.0000 1.000000 0.708751 6.985752 7.635862 6.762936
6.765000e+13 1.022274 1.175955 0.0000 1.000000 0.708629 6.988527 7.639432 6.765638
6.719000e+13 1.023728 1.177526 0.0000 1.000000 0.708383 6.994094 7.646597 6.771059
6.586000e+13 1.027997 1.182138 0.0000 1.000000 0.707664 7.010432 7.667629 6.786967
6.454000e+13 1.032331 1.186818 0.0000 1.000000 0.706937 7.027012 7.688978 6.803106
6.200000e+13 1.040955 1.196129 0.0000 1.000000 0.705499 7.059956 7.731427 6.835181
6.167000e+13 1.042104 1.197370 0.0000 1.000000 0.705308 7.064337 7.737076 6.839449
6.027000e+13 1.047057 1.202716 0.0000 1.000000 0.704488 7.083227 7.761436 6.857839
5.980000e+13 1.048749 1.204541 0.0000 1.000000 0.704209 7.089682 7.769759 6.864118
5.912000e+13 1.051223 1.207210 0.0000 1.000000 0.703802 7.099112 7.781923 6.873294
5.888000e+13 1.052104 1.208161 0.0000 1.000000 0.703657 7.102465 7.786251 6.876561
5.872000e+13 1.052693 1.208796 0.0000 1.000000 0.703561 7.104711 7.789148 6.878744
5.785000e+13 1.055930 1.212288 0.0000 1.000000 0.703030 7.117036 7.805054 6.890740
5.704000e+13 1.058992 1.215591 0.0000 1.000000 0.702529 7.128686 7.820095 6.902080
5.619000e+13 1.062258 1.219113 0.0000 1.000000 0.701997 7.141108 7.836135 6.914170
5.564000e+13 1.064401 1.221424 0.0000 1.000000 0.701648 7.149253 7.846656 6.922098
5.435000e+13 1.069521 1.226944 0.0000 1.000000 0.700818 7.168703 7.871785 6.941025
5.197000e+13 1.079333 1.237517 0.0000 1.000000 0.699241 7.205937 7.919918 6.977247
4.571000e+13 1.107733 1.268094 0.0000 1.000000 0.694752 7.313329 8.058980 7.081707
4.455000e+13 1.113469 1.274265 0.0000 1.000000 0.693859 7.334953 8.087021 7.102734
4.393000e+13 1.116604 1.277637 0.0000 1.000000 0.693374 7.346762 8.102341 7.114218
4.313000e+13 1.120722 1.282065 0.0000 1.000000 0.692738 7.362268 8.122460 7.129291
3.907000e+13 1.143016 1.306026 0.0000 1.000000 0.689334 7.446003 8.231234 7.210693
3.840000e+13 1.146942 1.310243 0.0000 1.000000 0.688741 7.460716 8.250366 7.224993
3.827000e+13 1.147712 1.311070 0.0000 1.000000 0.688625 7.463600 8.254117 7.227794
3.805000e+13 1.149023 1.312478 0.0000 1.000000 0.688428 7.468510 8.260504 7.232568
3.727000e+13 1.153737 1.317540 0.0000 1.000000 0.687721 7.486156 8.283463 7.249715
3.696000e+13 1.155642 1.319585 0.0000 1.000000 0.687436 7.493285 8.292739 7.256644
3.644000e+13 1.158876 1.323057 0.0000 1.000000 0.686953 7.505377 8.308480 7.268394
3.585000e+13 1.162608 1.327063 0.0000 1.000000 0.686397 7.519324 8.326640 7.281946
3.504000e+13 1.167844 1.332682 0.0000 1.000000 0.685621 7.538878 8.352108 7.300944
3.475000e+13 1.169751 1.334729 0.0000 1.000000 0.685338 7.545990 8.361377 7.307859
3.421000e+13 1.173350 1.338590 0.0000 1.000000 0.684808 7.559418 8.378874 7.320903
3.377000e+13 1.176329 1.341786 0.0000 1.000000 0.684370 7.570522 8.393349 7.331692
3.345000e+13 1.178523 1.344139 0.0000 1.000000 0.684048 7.578700 8.404010 7.339635
3.296000e+13 1.181928 1.347790 0.0000 1.000000 0.683550 7.591388 8.420552 7.351955
3.241000e+13 1.185817 1.351960 0.0000 1.000000 0.682983 7.605866 8.439437 7.366018
3.209000e+13 1.188113 1.354422 0.0000 1.000000 0.682648 7.614407 8.450581 7.374315
3.198000e+13 1.188908 1.355275 0.0000 1.000000 0.682532 7.617360 8.454436 7.377187
3.182000e+13 1.190070 1.356521 0.0000 1.000000 0.682363 7.621679 8.460074 7.381384
3.170000e+13 1.190946 1.357460 0.0000 1.000000 0.682236 7.624937 8.464325 7.384547
3.159000e+13 1.191752 1.358324 0.0000 1.000000 0.682119 7.627934 8.468236 7.387457
3.156000e+13 1.191973 1.358560 0.0000 1.000000 0.682088 7.628761 8.469312 7.388257
3.149000e+13 1.192488 1.359112 0.0000 1.000000 0.682013 7.630676 8.471811 7.390117
3.148000e+13 1.192561 1.359191 0.0000 1.000000 0.682002 7.630942 8.472162 7.390377
3.133000e+13 1.193670 1.360379 0.0000 1.000000 0.681842 7.635069 8.477546 7.394382
3.069000e+13 1.198466 1.365519 0.0000 1.000000 0.681150 7.652886 8.500807 7.411684
3.033000e+13 1.201213 1.368463 0.0000 1.000000 0.680754 7.663081 8.514124 7.421587
3.003000e+13 1.203529 1.370945 0.0000 1.000000 0.680421 7.671673 8.525348 7.429931
3.002000e+13 1.203607 1.371028 0.0000 1.000000 0.680410 7.671966 8.525728 7.430215
2.994000e+13 1.204229 1.371695 0.0000 1.000000 0.680320 7.674270 8.528740 7.432455
2.983000e+13 1.205088 1.372615 0.0000 1.000000 0.680197 7.677458 8.532904 7.435549
2.963000e+13 1.206658 1.374297 0.0000 1.000000 0.679972 7.683280 8.540512 7.441202
2.959000e+13 1.206973 1.374635 0.0000 1.000000 0.679927 7.684445 8.542035 7.442336
2.952000e+13 1.207527 1.375228 0.0000 1.000000 0.679848 7.686502 8.544722 7.444332
2.924000e+13 1.209754 1.377613 0.0000 1.000000 0.679530 7.694761 8.555513 7.452348
2.885000e+13 1.212896 1.380978 0.0000 1.000000 0.679082 7.706405 8.570732 7.463652
2.872000e+13 1.213953 1.382111 0.0000 1.000000 0.678931 7.710313 8.575845 7.467451
2.846000e+13 1.216085 1.384394 0.0000 1.000000 0.678628 7.718209 8.586168 7.475117
2.833000e+13 1.217158 1.385543 0.0000 1.000000 0.678476 7.722181 8.591362 7.478972
2.820000e+13 1.218238 1.386699 0.0000 1.000000 0.678323 7.726182 8.596592 7.482855
2.808000e+13 1.219239 1.387771 0.0000 1.000000 0.678181 7.729885 8.601436 7.486451
2.762000e+13 1.223120 1.391927 0.0000 1.000000 0.677631 7.744236 8.620211 7.500387
2.718000e+13 1.226900 1.395973 0.0000 1.000000 0.677099 7.758212 8.638496 7.513951
2.685000e+13 1.229780 1.399055 0.0000 1.000000 0.676694 7.768856 8.652425 7.524280
2.619000e+13 1.235658 1.405346 0.0000 1.000000 0.675870 7.790552 8.680833 7.545344
2.615000e+13 1.236020 1.405733 0.0000 1.000000 0.675820 7.791890 8.682584 7.546642
2.592000e+13 1.238110 1.407970 0.0000 1.000000 0.675527 7.799596 8.692678 7.554123
2.556000e+13 1.241424 1.411514 0.0000 1.000000 0.675067 7.811826 8.708693 7.565987
2.541000e+13 1.242819 1.413008 0.0000 1.000000 0.674872 7.816957 8.715421 7.570974
2.454000e+13 1.251098 1.421862 0.0000 1.000000 0.673725 7.847454 8.755387 7.600564
